language,part_of_speech,word,translation,word_type,gender,article,display_word,example_sentence,example_translation,exam_board_code,theme_name,unit_name,tier,is_required,curriculum_level
de,n (f),"die Million, Mio.",million,,,die,"die Million, Mio.",Das kostet eine Million Euro.,That costs one million euros.,AQA,General,General,both,1,KS4
de,n (f),die Woche,week,,,die,die Woche,Ich fahre nächste Woche nach Berlin.,I am going to Berlin next week.,AQA,General,General,both,1,KS4
de,n (f),die Art,"type, kind, sort",,,die,die Art,Das ist eine gute Art zu lernen.,That's a good way to learn.,AQA,General,General,both,1,KS4
de,n (f),die Stunde,"hour, lesson, period (school timetable)",,,die,die Stunde,Der Unterricht dauert eine Stunde.,The lesson lasts one hour.,AQA,General,General,both,1,KS4
de,n (f),die Zahl,number,,,die,die Zahl,Die Zahl ist sehr groß.,The number is very large.,AQA,General,General,both,1,KS4
de,n (f),die Sache,"thing, matter",,,die,die Sache,Das ist eine wichtige Sache.,That is an important matter.,AQA,General,General,both,1,KS4
de,n (f),die Nacht,night,,,die,die Nacht,Es war eine kalte Nacht.,It was a cold night.,AQA,General,General,both,1,KS4
de,n (f),die Uhr,"clock, watch, o’clock",,,die,die Uhr,Wie spät ist es an der Uhr?,What time is it on the clock?,AQA,General,General,both,1,KS4
de,n (f),die Person,person,,,die,die Person,Sie ist eine nette Person.,She is a nice person.,AQA,General,General,both,1,KS4
de,n (f),die Gruppe,"group, band",,,die,die Gruppe,Die Gruppe singt zusammen.,The group is singing together.,AQA,General,General,both,1,KS4
de,n (f),die Möglichkeit,"possibility, chance, opportunity",,,die,die Möglichkeit,"Es besteht die Möglichkeit, zu gewinnen.",There is a possibility to win.,AQA,General,General,both,1,KS4
de,n (f),die Angst,"fear, anxiety",,,die,die Angst,Ich habe Angst vor Hunden.,I am afraid of dogs.,AQA,General,General,both,1,KS4
de,n (f),die Idee,idea,,,die,die Idee,Das ist eine gute Idee!,That is a good idea!,AQA,General,General,both,1,KS4
de,n (f),die Zukunft,future,,,die,die Zukunft,Ich denke an die Zukunft.,I think about the future.,AQA,General,General,both,1,KS4
de,n (f),die Hilfe,"help, assistance",,,die,die Hilfe,Kannst du mir Hilfe geben?,Can you help me?,AQA,General,General,both,1,KS4
de,n (f),die Menge,"quantity, amount, a lot of, crowd (people)",,,die,die Menge,Es gibt eine große Menge Wasser.,There is a large amount of water.,AQA,General,General,both,1,KS4
de,n (f),die Erfahrung,experience,,,die,die Erfahrung,Ich habe viel Erfahrung gesammelt.,I have gained a lot of experience.,AQA,General,General,both,1,KS4
de,n (f),die Höhe,"height, altitude",,,die,die Höhe,Die Höhe des Berges ist beeindruckend.,The height of the mountain is impressive.,AQA,General,General,both,1,KS4
de,n (f),die Mitte,"middle, centre",,,die,die Mitte,Der Tisch steht in der Mitte.,The table is in the middle.,AQA,General,General,both,1,KS4
de,n (f),die Größe,"size, height",,,die,die Größe,Welche Größe trägt du?,What size do you wear?,AQA,General,General,both,1,KS4
de,n (f),die Meinung,"opinion, view",,,die,die Meinung,Was ist deine Meinung dazu?,What is your opinion about that?,AQA,General,General,both,1,KS4
de,n (f),die Wahl,"choice, election, selection",,,die,die Wahl,Die Wahl war sehr schwierig für mich.,The choice was very difficult for me.,AQA,General,General,both,1,KS4
de,n (f),die Nummer,number,,,die,die Nummer,Meine Telefonnummer ist die Nummer 12345.,My phone number is 12345.,AQA,General,General,both,1,KS4
de,n (f),die Freiheit,freedom,,,die,die Freiheit,Jeder Mensch verdient Freiheit und Respekt.,Every person deserves freedom and respect.,AQA,General,General,both,1,KS4
de,n (f),die Sekunde,second,,,die,die Sekunde,In einer Sekunde kann viel passieren.,A lot can happen in a second.,AQA,General,General,both,1,KS4
de,n (f),die Sorge,"worry, care",,,die,die Sorge,"Meine Sorge ist, dass es regnet.",My worry is that it will rain.,AQA,General,General,both,1,KS4
de,n (f),die Hälfte,half,,,die,die Hälfte,Ich esse nur die Hälfte des Kuchens.,I only eat half of the cake.,AQA,General,General,both,1,KS4
de,n (f),die Ruhe,"silence, peace, rest",,,die,die Ruhe,Im Wald finde ich immer Ruhe.,I always find peace in the forest.,AQA,General,General,both,1,KS4
de,n (f),die Farbe,colour,,,die,die Farbe,Meine Lieblingsfarbe ist Blau.,My favorite color is blue.,AQA,General,General,both,1,KS4
de,n (f),die Quelle,"source, spring",,,die,die Quelle,Die Quelle des Flusses ist im Berg.,The source of the river is in the mountain.,AQA,General,General,both,1,KS4
de,n (f),die Vergangenheit,past,,,die,die Vergangenheit,Ich denke oft an die Vergangenheit.,I often think about the past.,AQA,General,General,both,1,KS4
de,n (f),die Gewalt,"violence, force",,,die,die Gewalt,Gewalt ist niemals eine Lösung.,Violence is never a solution.,AQA,General,General,both,1,KS4
de,n (f),die Lust,desire,,,die,die Lust,Ich habe Lust auf Eis.,I feel like having ice cream.,AQA,General,General,both,1,KS4
de,n (f),die Aktivität,activity,,,die,die Aktivität,Sport ist eine gute Aktivität.,Sports are a good activity.,AQA,General,General,both,1,KS4
de,n (f),die Pause,"pause, break",,,die,die Pause,Wir machen eine kurze Pause.,We are taking a short break.,AQA,General,General,both,1,KS4
de,n (f),die Schwierigkeit,difficulty,,,die,die Schwierigkeit,Die Aufgabe war sehr schwierig.,The task was very difficult.,AQA,General,General,both,1,KS4
de,n (f),die Konsequenz,consequence,,,die,die Konsequenz,Jede Handlung hat eine Konsequenz.,Every action has a consequence.,AQA,General,General,both,1,KS4
de,n (f),die Mehrheit,majority,,,die,die Mehrheit,Die Mehrheit der Schüler stimmt zu.,The majority of students agree.,AQA,General,General,both,1,KS4
de,n (f),die Tasche,"pocket, bag",,,die,die Tasche,Ich trage meine Bücher in der Tasche.,I carry my books in the bag.,AQA,General,General,both,1,KS4
de,n (f),die Entschuldigung,"apology, excuse, excuse me, sorry",,,die,die Entschuldigung,"Entschuldigung, ich habe das nicht gesehen.","Sorry, I did not see that.",AQA,General,General,both,1,KS4
de,n (m),der Mai,May,,,der,der Mai,Der Mai ist ein schöner Monat.,May is a beautiful month.,AQA,General,General,both,1,KS4
de,n (m),der Moment,"moment, instant",,,der,der Moment,Das war ein besonderer Moment.,That was a special moment.,AQA,General,General,both,1,KS4
de,n (m),der Mensch,"human being, person",,,der,der Mensch,Jeder Mensch ist einzigartig.,Every human being is unique.,AQA,General,General,both,1,KS4
de,n (m),der Tag,day,,,der,der Tag,Der Tag war sehr lang.,The day was very long.,AQA,General,General,both,1,KS4
de,n (m),der Mann,"man, husband, male",,,der,der Mann,Der Mann liest die Zeitung.,The man is reading the newspaper.,AQA,General,General,both,1,KS4
de,n (m),der Herr,"Mr., Lord (addressing God)",,,der,der Herr,"Guten Tag, Herr Schmidt!","Good day, Mr. Schmidt!",AQA,General,General,both,1,KS4
de,n (m),der Punkt,"dot, point, full stop",,,der,der Punkt,Setze einen Punkt am Ende.,Put a dot at the end.,AQA,General,General,both,1,KS4
de,n (m),der Grund,"reason, basis",,,der,der Grund,Der Grund ist wichtig zu wissen.,The reason is important to know.,AQA,General,General,both,1,KS4
de,n (m),der Blick,"look, view, glance",,,der,der Blick,Sein Blick war sehr freundlich.,His look was very friendly.,AQA,General,General,both,1,KS4
de,n (m),der Monat,month,,,der,der Monat,Der Monat April ist schön.,The month of April is nice.,AQA,General,General,both,1,KS4
de,n (m),der Abend,evening,,,der,der Abend,Der Abend ist sehr ruhig.,The evening is very peaceful.,AQA,General,General,both,1,KS4
de,n (m),der Vergleich,comparison,,,der,der Vergleich,Der Vergleich ist sehr interessant.,The comparison is very interesting.,AQA,General,General,both,1,KS4
de,n (m),der Anfang,"beginning, start",,,der,der Anfang,Der Anfang war schwierig.,The beginning was difficult.,AQA,General,General,both,1,KS4
de,n (m),"der Meter, m",metre,,,der,"der Meter, m",Das Zimmer ist fünf Meter lang.,The room is five meters long.,AQA,General,General,both,1,KS4
de,n (m),der Erfolg,success,,,der,der Erfolg,Sein Erfolg ist groß.,His success is great.,AQA,General,General,both,1,KS4
de,n (m),der Junge,boy,,,der,der Junge,Der Junge spielt draußen.,The boy is playing outside.,AQA,General,General,both,1,KS4
de,n (m),der Morgen,morning,,,der,der Morgen,Der Morgen ist frisch und schön.,The morning is fresh and beautiful.,AQA,General,General,both,1,KS4
de,n (m),der Unterschied,difference,,,der,der Unterschied,Der Unterschied ist deutlich.,The difference is obvious.,AQA,General,General,both,1,KS4
de,n (m),der Sommer,summer,,,der,der Sommer,Der Sommer ist sehr heiß.,Summer is very hot.,AQA,General,General,both,1,KS4
de,n (m),der Sonntag,Sunday,,,der,der Sonntag,Am Sonntag gehe ich spazieren.,I go for a walk on Sunday.,AQA,General,General,both,1,KS4
de,n (m),der Beginn,"beginning, start",,,der,der Beginn,Der Beginn des Films ist spannend.,The start of the movie is exciting.,AQA,General,General,both,1,KS4
de,n (m),der Fehler,"mistake, error",,,der,der Fehler,Ich habe einen Fehler gemacht.,I made a mistake.,AQA,General,General,both,1,KS4
de,n (m),der Plan,plan,,,der,der Plan,"Mein Plan ist, zu reisen.",My plan is to travel.,AQA,General,General,both,1,KS4
de,n (m),der Freitag,Friday,,,der,der Freitag,Der Freitag ist mein Lieblingstag.,Friday is my favorite day.,AQA,General,General,both,1,KS4
de,n (m),der Vorteil,"advantage, benefit",,,der,der Vorteil,Das ist ein großer Vorteil.,That is a big advantage.,AQA,General,General,both,1,KS4
de,n (m),der März,March,,,der,der März,Im März blühen die Blumen.,Flowers bloom in March.,AQA,General,General,both,1,KS4
de,n (m),der Traum,dream,,,der,der Traum,"Mein Traum ist, viel zu reisen.",My dream is to travel a lot.,AQA,General,General,both,1,KS4
de,n (m),der April,April,,,der,der April,Der April bringt oft Regen.,April often brings rain.,AQA,General,General,both,1,KS4
de,n (m),"der Westen, West-",west,,,der,"der Westen, West-",Der Westen ist bergiger als Osten.,The west is more mountainous than the east.,AQA,General,General,both,1,KS4
de,n (m),der September,September,,,der,der September,Der September ist sehr angenehm.,September is very pleasant.,AQA,General,General,both,1,KS4
de,n (m),der Montag,Monday,,,der,der Montag,Der Montag ist der erste Wochentag.,Monday is the first day of the week.,AQA,General,General,both,1,KS4
de,n (m),der Spaß,"fun, joke",,,der,der Spaß,Der Spaß ist wichtig im Leben.,Having fun is important in life.,AQA,General,General,both,1,KS4
de,n (m),der Januar,January,,,der,der Januar,Der Januar ist der erste Monat.,January is the first month.,AQA,General,General,both,1,KS4
de,n (m),der Wunsch,"wish, desire",,,der,der Wunsch,Mein Wunsch ist eine Reise nach Berlin.,My wish is to travel to Berlin.,AQA,General,General,both,1,KS4
de,n (m),der Februar,February,,,der,der Februar,Der Februar ist oft sehr kalt.,February is often very cold.,AQA,General,General,both,1,KS4
de,n (m),der Samstag,Saturday,,,der,der Samstag,Am Samstag gehe ich ins Kino.,I go to the cinema on Saturday.,AQA,General,General,both,1,KS4
de,n (m),der Juni,June,,,der,der Juni,Der Juni ist der Beginn des Sommers.,June is the start of summer.,AQA,General,General,both,1,KS4
de,n (m),der Mittwoch,Wednesday,,,der,der Mittwoch,Mittwoch ist der Mitte der Woche.,Wednesday is the middle of the week.,AQA,General,General,both,1,KS4
de,n (m),der Winter,winter,,,der,der Winter,Der Winter ist sehr kalt in Deutschland.,Winter is very cold in Germany.,AQA,General,General,both,1,KS4
de,n (m),der Hintergrund,background,,,der,der Hintergrund,Der Hintergrund des Bildes ist schön.,The background of the picture is beautiful.,AQA,General,General,both,1,KS4
de,n (m),der Oktober,October,,,der,der Oktober,Der Oktober ist bekannt für Halloween.,October is known for Halloween.,AQA,General,General,both,1,KS4
de,n (m),der Donnerstag,Thursday,,,der,der Donnerstag,Am Donnerstag habe ich eine Prüfung.,I have an exam on Thursday.,AQA,General,General,both,1,KS4
de,n (m),der November,November,,,der,der November,Der November ist oft regnerisch.,November is often rainy.,AQA,General,General,both,1,KS4
de,n (m),der Aspekt,aspect,,,der,der Aspekt,Ein wichtiger Aspekt ist die Qualität.,An important aspect is quality.,AQA,General,General,both,1,KS4
de,n (m),"der Zentimeter, cm","centimetre, cm",,,der,"der Zentimeter, cm",Das Messer ist 10 Zentimeter lang.,The knife is 10 centimeters long.,AQA,General,General,both,1,KS4
de,n (m),der Dienstag,Tuesday,,,der,der Dienstag,Der Dienstag ist mein Lieblingstag.,Tuesday is my favorite day.,AQA,General,General,both,1,KS4
de,n (m),der Artikel,article,,,der,der Artikel,Der Artikel im Magazin ist interessant.,The article in the magazine is interesting.,AQA,General,General,both,1,KS4
de,n (m),der Nachmittag,afternoon,,,der,der Nachmittag,Am Nachmittag trinke ich Kaffee.,I drink coffee in the afternoon.,AQA,General,General,both,1,KS4
de,n (m),der Dezember,December,,,der,der Dezember,Der Dezember ist Weihnachtsmonat.,December is the Christmas month.,AQA,General,General,both,1,KS4
de,n (m),der Juli,July,,,der,der Juli,Der Juli ist sehr heiß.,July is very hot.,AQA,General,General,both,1,KS4
de,n (m),der Herbst,autumn,,,der,der Herbst,Der Herbst hat viele bunte Blätter.,Autumn has many colorful leaves.,AQA,General,General,both,1,KS4
de,n (m),der Alltag,"daily routine, everyday life",,,der,der Alltag,Der Alltag kann manchmal langweilig sein.,Everyday life can sometimes be boring.,AQA,General,General,both,1,KS4
de,n (m),der Teilnehmer,"participant, entrant",,,der,der Teilnehmer,Der Teilnehmer ist sehr motiviert.,The participant is very motivated.,AQA,General,General,both,1,KS4
de,n (m),der August,August,,,der,der August,Der August ist meistens heiß.,August is usually hot.,AQA,General,General,both,1,KS4
de,n (m),der Nachteil,disadvantage,,,der,der Nachteil,Ein Nachteil ist der Verkehr.,A disadvantage is the traffic.,AQA,General,General,both,1,KS4
de,n (m),der Mittag,"noon, midday",,,der,der Mittag,Der Mittag ist die beste Zeit zum Essen.,Noon is the best time to eat.,AQA,General,General,both,1,KS4
de,n (m),der Frühling,spring,,,der,der Frühling,Der Frühling bringt viele Blumen.,Spring brings many flowers.,AQA,General,General,both,1,KS4
de,n (m),der Betreuer,"carer, care worker",,,der,der Betreuer,Der Betreuer hilft den Schülern.,The carer helps the students.,AQA,General,General,both,1,KS4
de,num,zwei,two,,,,zwei,Ich habe zwei Brüder.,I have two brothers.,AQA,General,General,both,1,KS4
de,num,drei,three,,,,drei,Drei Freunde kommen morgen.,Three friends are coming tomorrow.,AQA,General,General,both,1,KS4
de,num,vier,four,,,,vier,Vier Äpfel liegen auf dem Tisch.,Four apples are on the table.,AQA,General,General,both,1,KS4
de,num,fünf,five,,,,fünf,Fünf Schüler sind in der Klasse.,Five students are in the class.,AQA,General,General,both,1,KS4
de,num,zehn,ten,,,,zehn,Ich habe zehn Euro bezahlt.,I paid ten euros.,AQA,General,General,both,1,KS4
de,num,sechs,six,,,,sechs,Sechs Freunde spielen im Park.,Six friends are playing in the park.,AQA,General,General,both,1,KS4
de,num,sieben,seven,,,,sieben,Sieben Tage hat die Woche.,The week has seven days.,AQA,General,General,both,1,KS4
de,num,acht,eight,,,,acht,Acht Schüler sind im Raum.,Eight students are in the room.,AQA,General,General,both,1,KS4
de,num,eins,one,,,,eins,Ich habe nur eins davon.,I have only one of them.,AQA,General,General,both,1,KS4
de,num,neun,nine,,,,neun,Neun Uhr ist die Schule geöffnet.,School opens at nine o'clock.,AQA,General,General,both,1,KS4
de,num,zwölf,twelve,,,,zwölf,Zwölf Monate hat ein Jahr.,A year has twelve months.,AQA,General,General,both,1,KS4
de,num,hundert,hundred,,,,hundert,Das kostet hundert Euro.,That costs one hundred euros.,AQA,General,General,both,1,KS4
de,num,tausend,thousand,,,,tausend,Der Laden verkauft tausend Produkte.,The store sells a thousand products.,AQA,General,General,both,1,KS4
de,num,zwanzig,twenty,,,,zwanzig,Ich habe zwanzig Bücher gelesen.,I have read twenty books.,AQA,General,General,both,1,KS4
de,num,elf,eleven,,,,elf,Der Bus kommt um elf Uhr.,The bus arrives at eleven o'clock.,AQA,General,General,both,1,KS4
de,num,,zero,,,,,null ist die Zahl null.,Zero is the number zero.,AQA,General,General,both,1,KS4
de,num,dreißig,thirty,,,,dreißig,Der Pullover kostet dreißig Euro.,The sweater costs thirty euros.,AQA,General,General,both,1,KS4
de,num,fünfzig,fifty,,,,fünfzig,Der Wagen ist fünfzig Jahre alt.,The car is fifty years old.,AQA,General,General,both,1,KS4
de,num,sechzig,sixty,,,,sechzig,Sechzig Personen sind eingeladen.,Sixty people are invited.,AQA,General,General,both,1,KS4
de,num,siebzig,seventy,,,,siebzig,Siebzig Euro sind genug.,Seventy euros are enough.,AQA,General,General,both,1,KS4
de,num,fünfzehn,fifteen,,,,fünfzehn,Fünfzehn Minuten sind vergangen.,Fifteen minutes have passed.,AQA,General,General,both,1,KS4
de,num,vierzig,forty,,,,vierzig,Vierzig Schüler sind in der Klasse.,Forty students are in the class.,AQA,General,General,both,1,KS4
de,num,neunzig,ninety,,,,neunzig,Neunzig Prozent sind zufrieden.,Ninety percent are satisfied.,AQA,General,General,both,1,KS4
de,num,achtzig,eighty,,,,achtzig,Ich bin achtzig Jahre alt.,I am eighty years old.,AQA,General,General,both,1,KS4
de,num,achtzehn,eighteen,,,,achtzehn,Sie ist achtzehn Jahre alt.,She is eighteen years old.,AQA,General,General,both,1,KS4
de,num,vierzehn,fourteen,,,,vierzehn,Ich habe vierzehn Bücher.,I have fourteen books.,AQA,General,General,both,1,KS4
de,num,dreizehn,thirteen,,,,dreizehn,Mein Bruder ist dreizehn Jahre alt.,My brother is thirteen years old.,AQA,General,General,both,1,KS4
de,num,sechzehn,sixteen,,,,sechzehn,Wir sind sechzehn Schüler.,We are sixteen students.,AQA,General,General,both,1,KS4
de,num,neunzehn,nineteen,,,,neunzehn,Sie ist neunzehn Jahre alt.,She is nineteen years old.,AQA,General,General,both,1,KS4
de,num,siebzehn,seventeen,,,,siebzehn,Ich bin siebzehn Jahre alt.,I am seventeen years old.,AQA,General,General,both,1,KS4
de,prep,an,"on, at",,,,an,Das Bild hängt an der Wand.,The picture hangs on the wall.,AQA,General,General,both,1,KS4
de,prep,im,"in the (m, nt) (dative)",,,,im,Wir sind im Park.,We are in the park.,AQA,General,General,both,1,KS4
de,prep,ins,into the (nt) (accusative),,,,ins,Ich gehe ins Kino.,I'm going into the cinema.,AQA,General,General,both,1,KS4
de,prep,in,"in, into",,,,in,Das Buch ist in der Tasche.,The book is in the bag.,AQA,General,General,both,1,KS4
de,prep,vom,"from the, of the (m, nt)",,,,vom,Der Hund kommt vom Garten.,The dog comes from the garden.,AQA,General,General,both,1,KS4
de,prep,von,"from, of",,,,von,Das Geschenk ist von meinem Freund.,The gift is from my friend.,AQA,General,General,both,1,KS4
de,prep,mit,"with, by",,,,mit,Ich fahre mit dem Bus.,I am traveling by bus.,AQA,General,General,both,1,KS4
de,prep,auf,"on, onto, at, to",,,,auf,Das Buch liegt auf dem Tisch.,The book is on the table.,AQA,General,General,both,1,KS4
de,prep,für,for,,,,für,Das ist für dich.,This is for you.,AQA,General,General,both,1,KS4
de,prep,am,"on the, at the (m, nt) (dative)",,,,am,Wir treffen uns am Samstag.,We meet on Saturday.,AQA,General,General,both,1,KS4
de,prep,ans,"on(to) the, at the (nt) (accusative)",,,,ans,Sie geht ans Meer.,She goes to the sea.,AQA,General,General,both,1,KS4
de,prep,zu,to,,,,zu,Ich fahre zu meiner Tante.,I am going to my aunt's house.,AQA,General,General,both,1,KS4
de,prep,"zum, zur","to the (m, nt), to the (f)",,,,"zum, zur",Ich gehe zum Supermarkt.,I am going to the supermarket.,AQA,General,General,both,1,KS4
de,prep,beim,"at (the house of) the, with the (m, nt)",,,,beim,Ich bin beim Arzt.,I am at the doctor's.,AQA,General,General,both,1,KS4
de,prep,bei,"at (the house of), with",,,,bei,Ich bin bei meinen Freunden.,I am with my friends.,AQA,General,General,both,1,KS4
de,prep,nach,"to, towards, after, according to",,,,nach,Wir fahren nach Berlin.,We are traveling to Berlin.,AQA,General,General,both,1,KS4
de,prep,aus,"out, out of, from",,,,aus,Ich komme aus Deutschland.,I come from Germany.,AQA,General,General,both,1,KS4
de,prep,um,"at (o’clock), around",,,,um,Der Bus kommt um drei Uhr.,The bus arrives at three o'clock.,AQA,General,General,both,1,KS4
de,prep,über,"about, above, over",,,,über,Der Vogel fliegt über das Haus.,The bird is flying over the house.,AQA,General,General,both,1,KS4
de,prep,vor,"in front of, before, ago",,,,vor,Der Hund sitzt vor der Tür.,The dog is sitting in front of the door.,AQA,General,General,both,1,KS4
de,prep,durch,through,,,,durch,Wir gehen durch den Park.,We are walking through the park.,AQA,General,General,both,1,KS4
de,prep,bis,"until, till, up to, by",,,,bis,Ich warte bis fünf Uhr.,I wait until five o'clock.,AQA,General,General,both,1,KS4
de,prep,unter,"under, below, among",,,,unter,Der Ball ist unter dem Tisch.,The ball is under the table.,AQA,General,General,both,1,KS4
de,prep,gegen,against,,,,gegen,Das Spiel ist gegen Bayern.,The game is against Bayern.,AQA,General,General,both,1,KS4
de,prep,zwischen,between,,,,zwischen,Der Tisch steht zwischen den Stühlen.,The table is between the chairs.,AQA,General,General,both,1,KS4
de,prep,ohne,without,,,,ohne,Ich trinke Kaffee ohne Zucker.,I drink coffee without sugar.,AQA,General,General,both,1,KS4
de,prep,seit,"since, for",,,,seit,Ich lerne seit zwei Jahren Deutsch.,I have been learning German for two years.,AQA,General,General,both,1,KS4
de,prep,neben,"next to, beside",,,,neben,Der Stuhl steht neben dem Tisch.,The chair is next to the table.,AQA,General,General,both,1,KS4
de,prep,hinter,behind,,,,hinter,Der Garten ist hinter dem Haus.,The garden is behind the house.,AQA,General,General,both,1,KS4
de,prep,pro,per,,,,pro,Der Fahrer verdient zehn Euro pro Stunde.,The driver earns ten euros per hour.,AQA,General,General,both,1,KS4
de,prep,ab,"from, as of",,,,ab,Der Zug fährt ab Frankfurt.,The train departs from Frankfurt.,AQA,General,General,both,1,KS4
de,prep,außer,"except, apart from",,,,außer,Außer mir ist niemand da.,Nobody is here except me.,AQA,General,General,both,1,KS4
de,pron,es,it (nt) (subj) | it (nt) (obj),,,,es,Es ist kalt heute.,It is cold today.,AQA,General,General,both,1,KS4
de,pron,das**,"which (nt), that",,,,das**,Das ist mein Buch.,That is my book.,AQA,General,General,both,1,KS4
de,pron,der**,which (m),,,,der**,Der Hund ist freundlich.,The dog is friendly.,AQA,General,General,both,1,KS4
de,pron,die**,"which (f, pl)",,,,die**,Die Blumen sind schön.,The flowers are beautiful.,AQA,General,General,both,1,KS4
de,pron,sie,"she, it (f), they (subj) | her, it (f), them (obj)",,,,sie,Sie ist meine Schwester.,She is my sister.,AQA,General,General,both,1,KS4
de,pron,sie,you (formal) (subj) | you (formal) (obj),,,,sie,Sie ist meine Schwester.,She is my sister.,AQA,General,General,both,1,KS4
de,pron,ich,I (subj),,,,ich,Ich liebe Schokolade.,I love chocolate.,AQA,General,General,both,1,KS4
de,pron,sich,"himself, herself, itself, oneself, yourself (formal), themselves, yourselves (formal) (reflex) |each other (recip)",,,,sich,Sie freut sich auf das Wochenende.,She is looking forward to the weekend.,AQA,General,General,both,1,KS4
de,pron,er,"he, it (m) (subj)",,,,er,Er spielt gern Fußball.,He likes playing football.,AQA,General,General,both,1,KS4
de,pron,wir,we (subj),,,,wir,Wir gehen ins Kino.,We are going to the cinema.,AQA,General,General,both,1,KS4
de,pron,ihr**,"you (pl informal) (subj) | (to) her, to it (f) (indirect obj)",,,,ihr**,Ihr Haus ist groß.,Her house is big.,AQA,General,General,both,1,KS4
de,pron,man,"one, you, people in general (subj)",,,,man,Man sollte immer ehrlich sein.,One should always be honest.,AQA,General,General,both,1,KS4
de,pron,was?,what?,,,,was?,Was machst du heute?,What are you doing today?,AQA,General,General,both,1,KS4
de,pron,du,you (sing informal) (subj),,,,du,Du hast schöne Schuhe.,You have nice shoes.,AQA,General,General,both,1,KS4
de,pron,"andere (r, s)","other, different",,,,"andere (r, s)",Ich mag andere Meinungen.,I like other opinions.,AQA,General,General,both,1,KS4
de,pron,mir,(to) me (indirect obj),,,,mir,Kannst du mir helfen?,Can you help me?,AQA,General,General,both,1,KS4
de,pron,mich,me (obj) | myself (reflex),,,,mich,Sie sieht mich im Park.,She sees me in the park.,AQA,General,General,both,1,KS4
de,pron,uns,ourselves (reflex) | each other (recip),,,,uns,"Wir treffen uns morgen, okay?","We are meeting each other tomorrow, okay?",AQA,General,General,both,1,KS4
de,pron,einem,(to) one (indirect obj),,,,einem,Ich gebe einem Freund ein Geschenk.,I give a friend a present.,AQA,General,General,both,1,KS4
de,pron,einen,one (obj),,,,einen,Ich sehe einen Vogel.,I see a bird.,AQA,General,General,both,1,KS4
de,pron,einer,(some)one,,,,einer,Einer meiner Freunde ist krank.,One of my friends is sick.,AQA,General,General,both,1,KS4
de,pron,ihm,"(to) him (indirect obj), (to) it (m, nt) (indirect obj)",,,,ihm,Ich helfe ihm bei den Hausaufgaben.,I help him with the homework.,AQA,General,General,both,1,KS4
de,pron,ihn,"him (obj), it (m) (obj)",,,,ihn,Ich treffe ihn im Supermarkt.,I meet him at the supermarket.,AQA,General,General,both,1,KS4
de,pron,etwas,"something, some, a little, somewhat",,,,etwas,Ich möchte etwas Süßes.,I want something sweet.,AQA,General,General,both,1,KS4
de,pron,"selbst, selber","self, even",,,,"selbst, selber",Ich mache das selbst.,I do it myself.,AQA,General,General,both,1,KS4
de,pron,nichts,nothing,,,,nichts,Ich habe nichts verstanden.,I didn't understand anything.,AQA,General,General,both,1,KS4
de,pron,beide,"both, the two",,,,beide,Beide Kinder spielen draußen.,Both children are playing outside.,AQA,General,General,both,1,KS4
de,pron,damit,with it/them,,,,damit,Ich spiele damit gern.,I like playing with it.,AQA,General,General,both,1,KS4
de,pron,Ihnen,"(to) you (formal, indirect obj)",,,,Ihnen,Ich danke Ihnen sehr.,Thank you very much.,AQA,General,General,both,1,KS4
de,pron,wer?,who?,,,,wer?,Wer hat das gesagt?,Who said that?,AQA,General,General,both,1,KS4
de,pron,dafür,for it/that/them,,,,dafür,Das ist gut dafür.,That is good for it.,AQA,General,General,both,1,KS4
de,pron,solch,such,,,,solch,Ich mag solch Musik.,I like such music.,AQA,General,General,both,1,KS4
de,pron,darauf/drauf,"on it/them, to it/them",,,,darauf/drauf,Das Buch liegt darauf.,The book is on it.,AQA,General,General,both,1,KS4
de,pron,davon,"from it/them, about it/them",,,,davon,Ich spreche oft davon.,I often talk about it.,AQA,General,General,both,1,KS4
de,pron,dich,you (obj) | yourself (reflex),,,,dich,Ich sehe dich morgen.,I see you tomorrow.,AQA,General,General,both,1,KS4
de,pron,dir,(to) you (indirect obj),,,,dir,Ich gebe dir das Geschenk.,I give you the gift.,AQA,General,General,both,1,KS4
de,pron,bisschen,a little,,,,bisschen,Ich bin nur ein bisschen müde.,I am only a little tired.,AQA,General,General,both,1,KS4
de,pron,jemand,someone (subj),,,,jemand,Jemand wartet draußen.,Someone is waiting outside.,AQA,General,General,both,1,KS4
de,pron,jemanden,someone (obj),,,,jemanden,Ich sehe jemanden im Park.,I see someone in the park.,AQA,General,General,both,1,KS4
de,pron,niemand,no-one (subj),,,,niemand,Niemand ist zu Hause.,Nobody is at home.,AQA,General,General,both,1,KS4
de,pron,niemanden,no-one (obj),,,,niemanden,Ich sehe niemanden hier.,I see no one here.,AQA,General,General,both,1,KS4
de,pron,euch,yourselves (reflex) | each other (recip),,,,euch,Wir freuen uns auf euch.,We are looking forward to you.,AQA,General,General,both,1,KS4
de,pron,"derselbe, dieselbe, dasselbe","the same (one, ones)",,,,"derselbe, dieselbe, dasselbe",Ich habe denselben Stift.,I have the same pen.,AQA,General,General,both,1,KS4
de,v,(aux)…gewesen,"was | (have, has) been (pp)",,,,(aux)…gewesen,Ich bin gestern zu Hause gewesen.,I have been at home yesterday.,AQA,General,General,both,1,KS4
de,v,bin,(I) am | (I) am being,,,,bin,Ich bin müde heute.,I am tired today.,AQA,General,General,both,1,KS4
