language,frequency_rank,translation,word,part_of_speech,gender,curriculum_level,exam_board_code,Theme,unit_name,tier,,
Fr,867.0,"pitch (sports), ground",le terrain,n,(m),KS4,edexcel,,Sports,both,,
Fr,867.0,"pitch (sports), ground",le terrain,n,(m),KS4,edexcel,,Places in town,both,,
Fr,867.0,"pitch (sports), ground",le terrain,n,(m),KS4,edexcel,,School,both,,
Fr,867.0,"pitch (sports), ground",le terrain,n,(m),KS4,edexcel,,Accommodation,both,,
Fr,868.0,March,le mars,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,870.0,"space, room",l'espace,n,(m),KS4,edexcel,,Places in town,both,,
Fr,870.0,"space, room",l'espace,n,(m),KS4,edexcel,,Shopping,both,,
Fr,870.0,"space, room",l'espace,n,(m),KS4,edexcel,,The natural world,both,,
Fr,870.0,"space, room",l'espace,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,870.0,"space, room",l'espace,n,(m),KS4,edexcel,,School,both,,
Fr,870.0,"space, room",l'espace,n,(m),KS4,edexcel,,Accommodation,both,,
Fr,870.0,"space, room",l'espace,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,871.0,tomorrow,demain,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,872.0,yesterday,hier,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,877.0,eight,huit,num,,KS4,edexcel,,General and grammatical,both,,
Fr,880.0,link,le lien,n,(m),KS4,edexcel,,Family,both,,
Fr,880.0,link,le lien,n,(m),KS4,edexcel,,Friendship,both,,
Fr,880.0,link,le lien,n,(m),KS4,edexcel,,Relationships,both,,
Fr,880.0,link,le lien,n,(m),KS4,edexcel,,Social media and gaming,both,,
Fr,881.0,car,la voiture,n,(f),KS4,edexcel,,Environmental issues,both,,
Fr,881.0,car,la voiture,n,(f),KS4,edexcel,,Transport,both,,
Fr,888.0,"directly, straight away",directement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,891.0,December,le décembre,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,894.0,contact,le contact,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,896.0,fruit,le fruit,n,(m),KS4,edexcel,,Physical wellbeing,both,,
Fr,896.0,fruit,le fruit,n,(m),KS4,edexcel,,Food and drink,both,,
Fr,896.0,fruit,le fruit,n,(m),KS4,edexcel,,The natural world,both,,
Fr,897.0,"open, opened",ouvert,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,902.0,historical,historique,adj,,KS4,edexcel,,Places in town,both,,
Fr,902.0,historical,historique,adj,,KS4,edexcel,,Tourist attractions,both,,
Fr,903.0,probably,probablement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,904.0,"journey, travel, trip",le voyage,n,(m),KS4,edexcel,,Transport,both,,
Fr,904.0,"journey, travel, trip",le voyage,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,905.0,seven,sept,num,,KS4,edexcel,,General and grammatical,both,,
Fr,907.0,truth,la vérité,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,913.0,culture,la culture,n,(f),KS4,edexcel,,Environmental issues,both,,
Fr,913.0,culture,la culture,n,(f),KS4,edexcel,,Music,both,,
Fr,913.0,culture,la culture,n,(f),KS4,edexcel,,TV and film,both,,
Fr,913.0,culture,la culture,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,917.0,"customer, client",le client,n,(m),KS4,edexcel,,Food and drink,both,,
Fr,917.0,"customer, client",le client,n,(m),KS4,edexcel,,Shopping,both,,
Fr,919.0,progress,le progrès,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,921.0,sea,la mer,n,(f),KS4,edexcel,,Sports,both,,
Fr,921.0,sea,la mer,n,(f),KS4,edexcel,,The natural world,both,,
Fr,921.0,sea,la mer,n,(f),KS4,edexcel,,Environmental issues,both,,
Fr,921.0,sea,la mer,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,921.0,sea,la mer,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,924.0,list,la liste,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,925.0,"to go back in, return",rentrer,v,,KS4,edexcel,,General and grammatical,both,,
Fr,930.0,necessity,la nécessité,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,931.0,June,le juin,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,932.0,danger,le danger,n,(m),KS4,edexcel,,Physical wellbeing,both,,
Fr,932.0,danger,le danger,n,(m),KS4,edexcel,,Mental wellbeing,both,,
Fr,932.0,danger,le danger,n,(m),KS4,edexcel,,Food and drink,both,,
Fr,932.0,danger,le danger,n,(m),KS4,edexcel,,The natural world,both,,
Fr,932.0,danger,le danger,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,932.0,danger,le danger,n,(m),KS4,edexcel,,Social media and gaming,both,,
Fr,932.0,danger,le danger,n,(m),KS4,edexcel,,Transport,both,,
Fr,932.0,danger,le danger,n,(m),KS4,edexcel,,Sports,both,,
Fr,935.0,"(public) transport, transportation",le transport(s),n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,935.0,"(public) transport, transportation",le transport(s),n,(m),KS4,edexcel,,School,both,,
Fr,935.0,"(public) transport, transportation",le transport(s),n,(m),KS4,edexcel,,Transport,both,,
Fr,939.0,January,le janvier,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,943.0,May,le mai,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,944.0,September,le septembre,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,945.0,environment,l'environnement,n,(m),KS4,edexcel,,The natural world,both,,
Fr,945.0,environment,l'environnement,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,945.0,environment,l'environnement,n,(m),KS4,edexcel,,Transport,both,,
Fr,949.0,positive,positif,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,951.0,paper,le papier,n,(m),KS4,edexcel,,Environmental issues,both,,
Fr,951.0,paper,le papier,n,(m),KS4,edexcel,,School,both,,
Fr,953.0,protection,la protection,n,(f),KS4,edexcel,,Equality,both,,
Fr,953.0,protection,la protection,n,(f),KS4,edexcel,,Physical wellbeing,both,,
Fr,953.0,protection,la protection,n,(f),KS4,edexcel,,Mental wellbeing,both,,
Fr,953.0,protection,la protection,n,(f),KS4,edexcel,,Places in town,both,,
Fr,953.0,protection,la protection,n,(f),KS4,edexcel,,The natural world,both,,
Fr,953.0,protection,la protection,n,(f),KS4,edexcel,,Environmental issues,both,,
Fr,953.0,protection,la protection,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,954.0,independent,indépendant,adj,,KS4,edexcel,,Family,both,,
Fr,954.0,independent,indépendant,adj,,KS4,edexcel,,Friendship,both,,
Fr,954.0,independent,indépendant,adj,,KS4,edexcel,,Relationships,both,,
Fr,954.0,independent,indépendant,adj,,KS4,edexcel,,School,both,,
Fr,954.0,independent,indépendant,adj,,KS4,edexcel,,Future opportunities,both,,
Fr,955.0,"card, map, credit card, menu",la carte,n,(f),KS4,edexcel,,Food and drink,both,,
Fr,955.0,"card, map, credit card, menu",la carte,n,(f),KS4,edexcel,,Places in town,both,,
Fr,955.0,"card, map, credit card, menu",la carte,n,(f),KS4,edexcel,,The natural world,both,,
Fr,955.0,"card, map, credit card, menu",la carte,n,(f),KS4,edexcel,,Transport,both,,
Fr,955.0,"card, map, credit card, menu",la carte,n,(f),KS4,edexcel,,Accommodation,both,,
Fr,955.0,"card, map, credit card, menu",la carte,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,Equality,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,Physical wellbeing,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,Mental wellbeing,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,Places in town,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,The natural world,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,Environmental issues,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,School,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,956.0,"organisation, charity, club, association",l'association,n,(f),KS4,edexcel,,Sports,both,,
Fr,958.0,"model, role model",le modèle,n,(m),KS4,edexcel,,Sports,both,,
Fr,958.0,"model, role model",le modèle,n,(m),KS4,edexcel,,Family,both,,
Fr,958.0,"model, role model",le modèle,n,(m),KS4,edexcel,,Friendship,both,,
Fr,958.0,"model, role model",le modèle,n,(m),KS4,edexcel,,Music,both,,
Fr,958.0,"model, role model",le modèle,n,(m),KS4,edexcel,,TV and film,both,,
Fr,958.0,"model, role model",le modèle,n,(m),KS4,edexcel,,Social media and gaming,both,,
Fr,958.0,"model, role model",le modèle,n,(m),KS4,edexcel,,School,both,,
Fr,958.0,"model, role model",le modèle,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,959.0,to order,commander,v,,KS4,edexcel,,Food and drink,both,,
Fr,959.0,to order,commander,v,,KS4,edexcel,,Shopping,both,,
Fr,959.0,to order,commander,v,,KS4,edexcel,,Music,both,,
Fr,959.0,to order,commander,v,,KS4,edexcel,,TV and film,both,,
Fr,959.0,to order,commander,v,,KS4,edexcel,,Social media and gaming,both,,
Fr,960.0,to study,étudier,v,,KS4,edexcel,,Family,both,,
Fr,960.0,to study,étudier,v,,KS4,edexcel,,Friendship,both,,
Fr,960.0,to study,étudier,v,,KS4,edexcel,,The natural world,both,,
Fr,960.0,to study,étudier,v,,KS4,edexcel,,School,both,,
Fr,960.0,to study,étudier,v,,KS4,edexcel,,Future opportunities,both,,
Fr,965.0,"full, complete",complet (m),adj,,KS4,edexcel,,Places in town,both,,
Fr,965.0,"full, complete",complet (m),adj,,KS4,edexcel,,Music,both,,
Fr,965.0,"full, complete",complet (m),adj,,KS4,edexcel,,TV and film,both,,
Fr,965.0,"full, complete",complet (m),adj,,KS4,edexcel,,Transport,both,,
Fr,965.0,"full, complete",complet (m),adj,,KS4,edexcel,,Accommodation,both,,
Fr,965.0,"full, complete",complet (m),adj,,KS4,edexcel,,Tourist attractions,both,,
Fr,965.0,"full, complete",complète (f),adj,,KS4,edexcel,,Places in town,both,,
Fr,965.0,"full, complete",complète (f),adj,,KS4,edexcel,,Music,both,,
Fr,965.0,"full, complete",complète (f),adj,,KS4,edexcel,,TV and film,both,,
Fr,965.0,"full, complete",complète (f),adj,,KS4,edexcel,,Transport,both,,
Fr,965.0,"full, complete",complète (f),adj,,KS4,edexcel,,Accommodation,both,,
Fr,965.0,"full, complete",complète (f),adj,,KS4,edexcel,,Tourist attractions,both,,
Fr,967.0,love,l'amour,n,(m),KS4,edexcel,,Relationships,both,,
Fr,973.0,illness,la maladie,n,(f),KS4,edexcel,,Equality,both,,
Fr,973.0,illness,la maladie,n,(f),KS4,edexcel,,Physical wellbeing,both,,
Fr,973.0,illness,la maladie,n,(f),KS4,edexcel,,Mental wellbeing,both,,
Fr,979.0,neighbour,le voisin,n,(m),KS4,edexcel,,Family,both,,
Fr,979.0,neighbour,le voisin,n,(m),KS4,edexcel,,Relationships,both,,
Fr,982.0,November,le novembre,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,Food and drink,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,Shopping,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,Music,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,TV and film,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,Social media and gaming,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,Transport,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,Accommodation,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,Tourist attractions,both,,
Fr,984.0,to cost,coûter,v,,KS4,edexcel,,Sports,both,,
Fr,987.0,red,rouge,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,988.0,majority,la majorité,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,991.0,"edge, side",le bord,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,992.0,central,central,adj,,KS4,edexcel,,Places in town,both,,
Fr,992.0,central,central,adj,,KS4,edexcel,,Shopping,both,,
Fr,992.0,central,central,adj,,KS4,edexcel,,The natural world,both,,
Fr,992.0,central,central,adj,,KS4,edexcel,,Accommodation,both,,
Fr,992.0,central,central,adj,,KS4,edexcel,,Tourist attractions,both,,
Fr,994.0,favour,la faveur,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,995.0,education,la éducation,n,(f),KS4,edexcel,,School,both,,
Fr,995.0,education,la éducation,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,999.0,"to return, come back",retourner,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1002.0,"animal, pet",l'animal,n,(m),KS4,edexcel,,Family,both,,
Fr,1002.0,"animal, pet",l'animal,n,(m),KS4,edexcel,,The natural world,both,,
Fr,1002.0,"animals, pets",les animaux,n,(mpl),KS4,edexcel,,Equality,both,,
Fr,1002.0,"animals, pets",les animaux,n,(mpl),KS4,edexcel,,The natural world,both,,
Fr,1002.0,"animals, pets",les animaux,n,(mpl),KS4,edexcel,,Environmental issues,both,,
Fr,1002.0,"animals, pets",les animaux,n,(mpl),KS4,edexcel,,Tourist attractions,both,,
Fr,1003.0,useful,utile,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1008.0,a thousand,mille,num,,KS4,edexcel,,General and grammatical,both,,
Fr,1009.0,absolutely,absolument,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1010.0,prison,la prison,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1010.0,prison,la prison,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1013.0,completely,complètement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1015.0,salary,le salaire,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1016.0,reading,la lecture,n,(f),KS4,edexcel,,School,both,,
Fr,1019.0,table,la table,n,(f),KS4,edexcel,,Food and drink,both,,
Fr,1019.0,table,la table,n,(f),KS4,edexcel,,School,both,,
Fr,1019.0,table,la table,n,(f),KS4,edexcel,,Accommodation,both,,
Fr,1022.0,April,l'avril,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1024.0,farm,la ferme,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1024.0,farm,la ferme,n,(f),KS4,edexcel,,Environmental issues,both,,
Fr,1024.0,farm,la ferme,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1026.0,heavy,lourd,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1029.0,"hard, difficult",dur,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1029.0,hard,dur,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1030.0,app,l'appli(cation),n,(f),KS4,edexcel,,Shopping,both,,
Fr,1030.0,app,l'appli(cation),n,(f),KS4,edexcel,,Social media and gaming,both,,
Fr,1030.0,app,l'appli(cation),n,(f),KS4,edexcel,,Transport,both,,
Fr,1030.0,app,l'appli(cation),n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1031.0,"to struggle, fight, battle",lutter,v,,KS4,edexcel,,Family,both,,
Fr,1031.0,"to struggle, fight, battle",lutter,v,,KS4,edexcel,,Friendship,both,,
Fr,1031.0,"to struggle, fight, battle",lutter,v,,KS4,edexcel,,Relationships,both,,
Fr,1031.0,"to struggle, fight, battle",lutter,v,,KS4,edexcel,,Equality,both,,
Fr,1031.0,"to struggle, fight, battle",lutter,v,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1031.0,"to struggle, fight, battle",lutter,v,,KS4,edexcel,,Mental wellbeing,both,,
Fr,1031.0,"to struggle, fight, battle",lutter,v,,KS4,edexcel,,Environmental issues,both,,
Fr,1036.0,communication,la communication,n,(f),KS4,edexcel,,Relationships,both,,
Fr,1036.0,communication,la communication,n,(f),KS4,edexcel,,Social media and gaming,both,,
Fr,1040.0,to cross,traverser,v,,KS4,edexcel,,Sports,both,,
Fr,1040.0,to cross,traverser,v,,KS4,edexcel,,Places in town,both,,
Fr,1040.0,to cross,traverser,v,,KS4,edexcel,,The natural world,both,,
Fr,1040.0,to cross,traverser,v,,KS4,edexcel,,Transport,both,,
Fr,1040.0,to cross,traverser,v,,KS4,edexcel,,Accommodation,both,,
Fr,1040.0,to cross,traverser,v,,KS4,edexcel,,Tourist attractions,both,,
Fr,1043.0,brother,le frère,n,(m),KS4,edexcel,,Family,both,,
Fr,1043.0,brother,le frère,n,(m),KS4,edexcel,,Relationships,both,,
Fr,1044.0,Tuesday(s),le mardi,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1048.0,to regret,regretter,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,Relationships,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,Equality,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,Mental wellbeing,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,Places in town,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,The natural world,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,Environmental issues,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,School,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,Future opportunities,both,,
Fr,1056.0,to improve,améliorer,v,,KS4,edexcel,,Transport,both,,
Fr,1060.0,green,vert,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1064.0,student (university),le étudiant,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1066.0,ill,malade,adj,,KS4,edexcel,,Family,both,,
Fr,1066.0,ill,malade,adj,,KS4,edexcel,,Friendship,both,,
Fr,1066.0,ill,malade,adj,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1066.0,ill,malade,adj,,KS4,edexcel,,Mental wellbeing,both,,
Fr,1066.0,ill,malade,adj,,KS4,edexcel,,Food and drink,both,,
Fr,1066.0,ill,malade,adj,,KS4,edexcel,,Environmental issues,both,,
Fr,1066.0,ill,malade,adj,,KS4,edexcel,,Future opportunities,both,,
Fr,1068.0,"pupil, student","élève (m, f)",n,"(m, f)",KS4,edexcel,,School,both,,
Fr,1070.0,"thank you, thanks",merci,intj,,KS4,edexcel,,General and grammatical,both,,
Fr,1071.0,"certainly, surely",certainement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1072.0,"visit, excursion",la visite,n,(f),KS4,edexcel,,School,both,,
Fr,1072.0,"visit, excursion",la visite,n,(f),KS4,edexcel,,Transport,both,,
Fr,1072.0,"visit, excursion",la visite,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1074.0,"(TV) programme, broadcast",la émission,n,(f),KS4,edexcel,,Music,both,,
Fr,1074.0,"(TV) programme, broadcast",la émission,n,(f),KS4,edexcel,,TV and film,both,,
Fr,1077.0,partner,"partenaire (m, f)",n,"(m, f)",KS4,edexcel,,Relationships,both,,
Fr,1077.0,partner,"partenaire (m, f)",n,"(m, f)",KS4,edexcel,,School,both,,
Fr,1083.0,influence,l'influence,n,(f),KS4,edexcel,,Family,both,,
Fr,1083.0,influence,l'influence,n,(f),KS4,edexcel,,Friendship,both,,
Fr,1083.0,influence,l'influence,n,(f),KS4,edexcel,,Relationships,both,,
Fr,1083.0,influence,l'influence,n,(f),KS4,edexcel,,Music,both,,
Fr,1083.0,influence,l'influence,n,(f),KS4,edexcel,,TV and film,both,,
Fr,1083.0,influence,l'influence,n,(f),KS4,edexcel,,Social media and gaming,both,,
Fr,1083.0,influence,l'influence,n,(f),KS4,edexcel,,Sports,both,,
Fr,1086.0,Friday(s),le vendredi,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1089.0,to cause,causer,v,,KS4,edexcel,,Equality,both,,
Fr,1089.0,to cause,causer,v,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1089.0,to cause,causer,v,,KS4,edexcel,,Mental wellbeing,both,,
Fr,1089.0,to cause,causer,v,,KS4,edexcel,,The natural world,both,,
Fr,1089.0,to cause,causer,v,,KS4,edexcel,,Environmental issues,both,,
Fr,1089.0,to cause,causer,v,,KS4,edexcel,,Social media and gaming,both,,
Fr,1089.0,to cause,causer,v,,KS4,edexcel,,Transport,both,,
Fr,1090.0,north,le nord,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1091.0,Monday(s),le lundi,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1096.0,sale,la vente,n,(f),KS4,edexcel,,Food and drink,both,,
Fr,1096.0,sale,la vente,n,(f),KS4,edexcel,,Shopping,both,,
Fr,1096.0,sale,la vente,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1103.0,here (is/are/you go),voici,prep,,KS4,edexcel,,General and grammatical,both,,
Fr,1111.0,treatment,le traitement,n,(m),KS4,edexcel,,Future opportunities,both,,
Fr,1112.0,Thursday(s),le jeudi,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1114.0,science,la science,n,(f),KS4,edexcel,,School,both,,
Fr,1114.0,science,la science,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1114.0,science,la science,n,(f),KS4,edexcel,,Environmental issues,both,,
Fr,1121.0,"next, following",suivant,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1122.0,to deserve,mériter,v,,KS4,edexcel,,Sports,both,,
Fr,1122.0,to deserve,mériter,v,,KS4,edexcel,,Family,both,,
Fr,1122.0,to deserve,mériter,v,,KS4,edexcel,,Friendship,both,,
Fr,1122.0,to deserve,mériter,v,,KS4,edexcel,,School,both,,
Fr,1122.0,to deserve,mériter,v,,KS4,edexcel,,Future opportunities,both,,
Fr,1125.0,to translate,traduire,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1128.0,"to take, remove; to take away",emporter; à emporter,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1133.0,exact,exact,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1136.0,February,le février,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1137.0,"fashion; fashionable, trendy",la mode (f); à la mode,n,(f),KS4,edexcel,,Shopping,both,,
Fr,1137.0,"fashion; fashionable, trendy",la mode (f); à la mode,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1139.0,music,la musique,n,(f),KS4,edexcel,,Music,both,,
Fr,1139.0,music,la musique,n,(f),KS4,edexcel,,School,both,,
Fr,1139.0,music,la musique,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1144.0,"to function, work",fonctionner,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1146.0,physical,physique,adj,,KS4,edexcel,,Sports,both,,
Fr,1146.0,physical,physique,adj,,KS4,edexcel,,Physical wellbeing,both,,
Fr,1148.0,perfectly,parfaitement,adv,,KS4,edexcel,,General and grammatical,both,,
Fr,1150.0,teacher,"professeur, prof (m, f)",n,"(m, f)",KS4,edexcel,,School,both,,
Fr,1150.0,teacher,"professeur, prof (m, f)",n,"(m, f)",KS4,edexcel,,Future opportunities,both,,
Fr,1155.0,global,global,adj,,KS4,edexcel,,Environmental issues,both,,
Fr,1155.0,global,global,adj,,KS4,edexcel,,Transport,both,,
Fr,1158.0,"trend, tendency",la tendance,n,(f),KS4,edexcel,,Shopping,both,,
Fr,1158.0,"trend, tendency",la tendance,n,(f),KS4,edexcel,,Music,both,,
Fr,1158.0,"trend, tendency",la tendance,n,(f),KS4,edexcel,,TV and film,both,,
Fr,1158.0,"trend, tendency",la tendance,n,(f),KS4,edexcel,,Social media and gaming,both,,
Fr,1159.0,"channel, chain",la chaîne,n,(f),KS4,edexcel,,Music,both,,
Fr,1159.0,"channel, chain",la chaîne,n,(f),KS4,edexcel,,TV and film,both,,
Fr,1159.0,"channel, chain",la chaîne,n,(f),KS4,edexcel,,Social media and gaming,both,,
Fr,1161.0,"mark, grade, note",la note,n,(f),KS4,edexcel,,School,both,,
Fr,1161.0,"mark, grade, note",la note,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1163.0,maximum,le maximum,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1165.0,version,la version,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,1167.0,couple,le couple,n,(m),KS4,edexcel,,Family,both,,
Fr,1167.0,couple,le couple,n,(m),KS4,edexcel,,Friendship,both,,
Fr,1167.0,couple,le couple,n,(m),KS4,edexcel,,Relationships,both,,
Fr,1167.0,couple,le couple,n,(m),KS4,edexcel,,Equality,both,,
Fr,1168.0,Wednesday(s),le mercredi,n,(m),KS4,edexcel,,General and grammatical,both,,
Fr,1169.0,regional,régional,adj,,KS4,edexcel,,Food and drink,both,,
Fr,1169.0,regional,régional,adj,,KS4,edexcel,,Places in town,both,,
Fr,1169.0,regional,régional,adj,,KS4,edexcel,,The natural world,both,,
Fr,1169.0,regional,régional,adj,,KS4,edexcel,,Transport,both,,
Fr,1169.0,regional,régional,adj,,KS4,edexcel,,Tourist attractions,both,,
Fr,1174.0,"exit, outing",la sortie,n,(f),KS4,edexcel,,Family,both,,
Fr,1174.0,"exit, outing",la sortie,n,(f),KS4,edexcel,,Friendship,both,,
Fr,1174.0,"exit, outing",la sortie,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1174.0,"exit, outing",la sortie,n,(f),KS4,edexcel,,Music,both,,
Fr,1174.0,"exit, outing",la sortie,n,(f),KS4,edexcel,,TV and film,both,,
Fr,1174.0,"exit, outing",la sortie,n,(f),KS4,edexcel,,Transport,both,,
Fr,1174.0,"exit, outing",la sortie,n,(f),KS4,edexcel,,Tourist attractions,both,,
Fr,1176.0,to describe,décrire,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1178.0,recent,récent,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1179.0,"television, TV",la télé(vision),n,(f),KS4,edexcel,,TV and film,both,,
Fr,1181.0,art,l'art,n,(m),KS4,edexcel,,School,both,,
Fr,1181.0,art,l'art,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1183.0,equal,égal,adj,,KS4,edexcel,,General and grammatical,both,,
Fr,1184.0,promise,la promesse,n,(f),KS4,edexcel,,General and grammatical,both,,
Fr,1186.0,to live,habiter,v,,KS4,edexcel,,Friendship,both,,
Fr,1186.0,to live,habiter,v,,KS4,edexcel,,Relationships,both,,
Fr,1186.0,to live,habiter,v,,KS4,edexcel,,Places in town,both,,
Fr,1186.0,to live,habiter,v,,KS4,edexcel,,The natural world,both,,
Fr,1186.0,to live,habiter,v,,KS4,edexcel,,Future opportunities,both,,
Fr,1186.0,to live,habiter,v,,KS4,edexcel,,Accommodation,both,,
Fr,1187.0,neighbourhood,le quartier,n,(m),KS4,edexcel,,Places in town,both,,
Fr,1187.0,neighbourhood,le quartier,n,(m),KS4,edexcel,,Tourist attractions,both,,
Fr,1192.0,university,l'université,n,(f),KS4,edexcel,,Places in town,both,,
Fr,1192.0,university,l'université,n,(f),KS4,edexcel,,Future opportunities,both,,
Fr,1193.0,"laughed | (have, has) laughed",ri,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1193.0,to laugh*,rire*,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1193.0,(I) laugh | (you) laugh | laugh! (sing informal),ris | ris !,v,,KS4,edexcel,,General and grammatical,both,,
Fr,1193.0,"(she, he, it, one) laughs | (we) laugh",rit,v,,KS4,edexcel,,General and grammatical,both,,
